Source;Target;Type;id;label;timeset;weight
14;27;Directed;686;;;77.0
14;28;Directed;687;;;16.0
14;29;Directed;688;;;25.0
14;30;Directed;689;;;1117.0
14;31;Directed;690;;;120.0
14;32;Directed;691;;;64.0
14;33;Directed;692;;;95.0
14;34;Directed;693;;;23.0
14;35;Directed;694;;;120.0
14;36;Directed;695;;;133.0
14;37;Directed;696;;;52.0
14;38;Directed;697;;;82.0
14;39;Directed;698;;;38.0
14;40;Directed;699;;;118.0
14;41;Directed;700;;;11.0
14;42;Directed;701;;;78.0
14;43;Directed;702;;;5.0
14;44;Directed;703;;;52.0
14;45;Directed;704;;;6.0
14;46;Directed;705;;;42.0
14;47;Directed;706;;;128.0
14;48;Directed;707;;;127.0
14;49;Directed;708;;;16.0
14;50;Directed;709;;;69.0
14;51;Directed;710;;;9.0
14;52;Directed;711;;;3.0
15;1;Directed;712;;;92.0
15;2;Directed;713;;;374.0
15;3;Directed;714;;;120.0
15;4;Directed;715;;;47.0
15;5;Directed;716;;;48.0
15;6;Directed;717;;;6.0
15;7;Directed;718;;;35.0
15;8;Directed;719;;;247.0
15;9;Directed;720;;;865.0
15;10;Directed;721;;;64.0
15;11;Directed;722;;;14.0
15;12;Directed;723;;;27.0
15;13;Directed;724;;;63.0
15;14;Directed;725;;;32.0
15;16;Directed;726;;;33.0
15;17;Directed;727;;;39.0
15;18;Directed;728;;;32.0
15;19;Directed;729;;;43.0
15;20;Directed;730;;;59.0
15;21;Directed;731;;;108.0
15;22;Directed;732;;;55.0
15;23;Directed;733;;;21.0
15;24;Directed;734;;;35.0
15;25;Directed;735;;;65.0
15;26;Directed;736;;;31.0
15;27;Directed;737;;;26.0
15;28;Directed;738;;;174.0
15;29;Directed;739;;;16.0
15;30;Directed;740;;;558.0
15;31;Directed;741;;;110.0
15;32;Directed;742;;;179.0
15;33;Directed;743;;;67.0
15;34;Directed;744;;;14.0
15;35;Directed;745;;;11.0
15;36;Directed;746;;;63.0
15;37;Directed;747;;;37.0
15;38;Directed;748;;;44.0
15;39;Directed;749;;;18.0
15;40;Directed;750;;;48.0
15;41;Directed;751;;;2.0
15;42;Directed;752;;;83.0
15;43;Directed;753;;;14.0
15;44;Directed;754;;;428.0
15;45;Directed;755;;;147.0
15;46;Directed;756;;;50.0
15;47;Directed;757;;;1992.0
15;48;Directed;758;;;29.0
15;49;Directed;759;;;12.0
15;50;Directed;760;;;217.0
15;51;Directed;761;;;17.0
15;52;Directed;762;;;5.0
16;1;Directed;763;;;206.0
16;2;Directed;764;;;472.0
16;3;Directed;765;;;119.0
16;4;Directed;766;;;28.0
16;5;Directed;767;;;59.0
16;6;Directed;768;;;23.0
16;7;Directed;769;;;81.0
16;8;Directed;770;;;163.0
16;9;Directed;771;;;304.0
16;10;Directed;772;;;50.0
16;11;Directed;773;;;25.0
16;12;Directed;774;;;44.0
16;13;Directed;775;;;84.0
16;14;Directed;776;;;18.0
16;15;Directed;777;;;63.0
16;17;Directed;778;;;162.0
16;18;Directed;779;;;42.0
16;19;Directed;780;;;119.0
16;20;Directed;781;;;32.0
16;21;Directed;782;;;46.0
16;22;Directed;783;;;126.0
16;23;Directed;784;;;99.0
16;24;Directed;785;;;53.0
16;25;Directed;786;;;16.0
16;26;Directed;787;;;119.0
16;27;Directed;788;;;25.0
16;28;Directed;789;;;31.0
16;29;Directed;790;;;9.0
16;30;Directed;791;;;2338.0
16;31;Directed;792;;;217.0
16;32;Directed;793;;;234.0
16;33;Directed;794;;;34.0
16;34;Directed;795;;;6.0
16;35;Directed;796;;;7.0
16;36;Directed;797;;;72.0
16;37;Directed;798;;;17.0
16;38;Directed;799;;;31.0
16;39;Directed;800;;;15.0
16;40;Directed;801;;;49.0
16;41;Directed;802;;;29.0
16;42;Directed;803;;;130.0
16;43;Directed;804;;;8.0
16;44;Directed;805;;;65.0
16;45;Directed;806;;;7.0
16;46;Directed;807;;;523.0
16;47;Directed;808;;;334.0
16;48;Directed;809;;;48.0
16;49;Directed;810;;;12.0
16;50;Directed;811;;;63.0
16;51;Directed;812;;;10.0
16;52;Directed;813;;;7.0
17;1;Directed;814;;;31.0
17;2;Directed;815;;;166.0
17;3;Directed;816;;;200.0
17;4;Directed;817;;;21.0
17;5;Directed;818;;;25.0
17;6;Directed;819;;;9.0
17;7;Directed;820;;;175.0
17;8;Directed;821;;;356.0
17;9;Directed;822;;;491.0
17;10;Directed;823;;;31.0
17;11;Directed;824;;;29.0
17;12;Directed;825;;;49.0
17;13;Directed;826;;;293.0
17;14;Directed;827;;;29.0
17;15;Directed;828;;;63.0
17;16;Directed;829;;;129.0
17;18;Directed;830;;;29.0
17;19;Directed;831;;;33.0
17;20;Directed;832;;;35.0
17;21;Directed;833;;;62.0
17;22;Directed;834;;;434.0
17;23;Directed;835;;;27.0
17;24;Directed;836;;;165.0
17;25;Directed;837;;;27.0
17;26;Directed;838;;;311.0
17;27;Directed;839;;;15.0
17;28;Directed;840;;;49.0
17;29;Directed;841;;;8.0
17;30;Directed;842;;;1140.0
17;31;Directed;843;;;1476.0
17;32;Directed;844;;;143.0
17;33;Directed;845;;;47.0
17;34;Directed;846;;;15.0
17;35;Directed;847;;;3.0
17;36;Directed;848;;;202.0
17;37;Directed;849;;;20.0
17;38;Directed;850;;;41.0
17;39;Directed;851;;;12.0
17;40;Directed;852;;;83.0
17;41;Directed;853;;;20.0
17;42;Directed;854;;;831.0
17;43;Directed;855;;;11.0
17;44;Directed;856;;;82.0
17;45;Directed;857;;;5.0
17;46;Directed;858;;;84.0
17;47;Directed;859;;;175.0
17;48;Directed;860;;;35.0
17;49;Directed;861;;;5.0
17;50;Directed;862;;;116.0
17;51;Directed;863;;;46.0
17;52;Directed;864;;;41.0
18;1;Directed;865;;;20.0
18;2;Directed;866;;;200.0
18;3;Directed;867;;;57.0
18;4;Directed;868;;;48.0
18;5;Directed;869;;;273.0
18;6;Directed;870;;;13.0
18;7;Directed;871;;;39.0
18;8;Directed;872;;;258.0
18;9;Directed;873;;;606.0
18;10;Directed;874;;;126.0
18;11;Directed;875;;;32.0
18;12;Directed;876;;;24.0
18;13;Directed;877;;;253.0
18;14;Directed;878;;;96.0
18;15;Directed;879;;;48.0
18;16;Directed;880;;;23.0
18;17;Directed;881;;;19.0
18;19;Directed;882;;;8.0
18;20;Directed;883;;;86.0
18;21;Directed;884;;;56.0
18;22;Directed;885;;;54.0
18;23;Directed;886;;;53.0
18;24;Directed;887;;;33.0
18;25;Directed;888;;;5.0
18;26;Directed;889;;;11.0
18;27;Directed;890;;;180.0
18;28;Directed;891;;;32.0
18;29;Directed;892;;;864.0
18;30;Directed;893;;;1632.0
18;31;Directed;894;;;136.0
18;32;Directed;895;;;234.0
18;33;Directed;896;;;57.0
18;34;Directed;897;;;378.0
18;35;Directed;898;;;19.0
18;36;Directed;899;;;465.0
18;37;Directed;900;;;1638.0
18;38;Directed;901;;;39.0
18;39;Directed;902;;;45.0
18;40;Directed;903;;;235.0
18;41;Directed;904;;;10.0
18;42;Directed;905;;;97.0
18;43;Directed;906;;;13.0
18;44;Directed;907;;;52.0
18;45;Directed;908;;;10.0
18;46;Directed;909;;;56.0
18;47;Directed;910;;;184.0
18;48;Directed;911;;;67.0
18;49;Directed;912;;;31.0
18;50;Directed;913;;;101.0
18;51;Directed;914;;;16.0
18;52;Directed;915;;;14.0
19;1;Directed;916;;;372.0
19;2;Directed;917;;;172.0
19;3;Directed;918;;;38.0
19;4;Directed;919;;;5.0
19;5;Directed;920;;;15.0
19;6;Directed;921;;;6.0
19;7;Directed;922;;;21.0
19;8;Directed;923;;;75.0
19;9;Directed;924;;;192.0
19;10;Directed;925;;;23.0
19;11;Directed;926;;;15.0
19;12;Directed;927;;;17.0
19;13;Directed;928;;;26.0
19;14;Directed;929;;;15.0
19;15;Directed;930;;;51.0
19;16;Directed;931;;;140.0
19;17;Directed;932;;;24.0
19;18;Directed;933;;;21.0
19;20;Directed;934;;;24.0
19;21;Directed;935;;;19.0
19;22;Directed;936;;;26.0
19;23;Directed;937;;;87.0
19;24;Directed;938;;;29.0
19;25;Directed;939;;;7.0
19;26;Directed;940;;;14.0
19;27;Directed;941;;;14.0
19;28;Directed;942;;;29.0
19;29;Directed;943;;;5.0
19;30;Directed;944;;;1321.0
19;31;Directed;945;;;48.0
19;32;Directed;946;;;149.0
19;33;Directed;947;;;17.0
19;34;Directed;948;;;8.0
19;35;Directed;949;;;6.0
19;36;Directed;950;;;21.0
19;37;Directed;951;;;7.0
19;38;Directed;952;;;12.0
19;39;Directed;953;;;10.0
19;40;Directed;954;;;17.0
19;41;Directed;955;;;17.0
19;42;Directed;956;;;29.0
19;43;Directed;957;;;3.0
19;44;Directed;958;;;32.0
19;45;Directed;959;;;17.0
19;46;Directed;960;;;182.0
19;47;Directed;961;;;730.0
19;48;Directed;962;;;19.0
19;49;Directed;963;;;5.0
19;50;Directed;964;;;54.0
19;51;Directed;965;;;2.0
19;52;Directed;966;;;1.0
20;1;Directed;967;;;17.0
20;2;Directed;968;;;144.0
20;3;Directed;969;;;35.0
20;4;Directed;970;;;423.0
20;5;Directed;971;;;58.0
20;6;Directed;972;;;9.0
20;7;Directed;973;;;56.0
20;8;Directed;974;;;91.0
20;9;Directed;975;;;397.0
20;10;Directed;976;;;910.0
20;11;Directed;977;;;78.0
20;12;Directed;978;;;51.0
20;13;Directed;979;;;65.0
20;14;Directed;980;;;84.0
20;15;Directed;981;;;38.0
20;16;Directed;982;;;18.0
20;17;Directed;983;;;28.0
20;18;Directed;984;;;82.0
20;19;Directed;985;;;8.0
20;21;Directed;986;;;51.0
20;22;Directed;987;;;42.0
20;23;Directed;988;;;14.0
20;24;Directed;989;;;30.0
20;25;Directed;990;;;35.0
20;26;Directed;991;;;32.0
20;27;Directed;992;;;26.0
20;28;Directed;993;;;25.0
20;29;Directed;994;;;18.0
20;30;Directed;995;;;666.0
20;31;Directed;996;;;107.0
20;32;Directed;997;;;46.0
20;33;Directed;998;;;624.0
20;34;Directed;999;;;44.0
20;35;Directed;1000;;;30.0
20;36;Directed;1001;;;93.0
20;37;Directed;1002;;;57.0
20;38;Directed;1003;;;129.0
20;39;Directed;1004;;;75.0
20;40;Directed;1005;;;58.0
20;41;Directed;1006;;;16.0
20;42;Directed;1007;;;54.0
20;43;Directed;1008;;;15.0
20;44;Directed;1009;;;43.0
20;45;Directed;1010;;;6.0
20;46;Directed;1011;;;27.0
20;47;Directed;1012;;;128.0
20;48;Directed;1013;;;45.0
20;49;Directed;1014;;;26.0
20;50;Directed;1015;;;108.0
20;51;Directed;1016;;;10.0
20;52;Directed;1017;;;9.0
21;1;Directed;1018;;;22.0
21;2;Directed;1019;;;173.0
21;3;Directed;1020;;;146.0
21;4;Directed;1021;;;11.0
21;5;Directed;1022;;;77.0
21;6;Directed;1023;;;13.0
21;7;Directed;1024;;;61.0
21;8;Directed;1025;;;254.0
21;9;Directed;1026;;;6034.0
21;10;Directed;1027;;;54.0
21;11;Directed;1028;;;17.0
21;12;Directed;1029;;;29.0
21;13;Directed;1030;;;104.0
21;14;Directed;1031;;;36.0
21;15;Directed;1032;;;99.0
21;16;Directed;1033;;;15.0
21;17;Directed;1034;;;45.0
21;18;Directed;1035;;;59.0
21;19;Directed;1036;;;13.0
21;20;Directed;1037;;;57.0
21;22;Directed;1038;;;135.0
21;23;Directed;1039;;;33.0
21;24;Directed;1040;;;38.0
21;25;Directed;1041;;;60.0
21;26;Directed;1042;;;82.0
21;27;Directed;1043;;;34.0
21;28;Directed;1044;;;304.0
21;29;Directed;1045;;;15.0
21;30;Directed;1046;;;418.0
21;31;Directed;1047;;;229.0
21;32;Directed;1048;;;134.0
21;33;Directed;1049;;;75.0
21;34;Directed;1050;;;28.0
21;35;Directed;1051;;;4.0
21;36;Directed;1052;;;137.0
21;37;Directed;1053;;;44.0
21;38;Directed;1054;;;23.0
21;39;Directed;1055;;;22.0
21;40;Directed;1056;;;129.0
21;41;Directed;1057;;;9.0
21;42;Directed;1058;;;97.0
21;43;Directed;1059;;;9.0
21;44;Directed;1060;;;345.0
21;45;Directed;1061;;;25.0
21;46;Directed;1062;;;47.0
21;47;Directed;1063;;;181.0
21;48;Directed;1064;;;17.0
21;49;Directed;1065;;;19.0
21;50;Directed;1066;;;117.0
21;51;Directed;1067;;;14.0
21;52;Directed;1068;;;76.0
22;1;Directed;1069;;;47.0
22;2;Directed;1070;;;362.0
22;3;Directed;1071;;;1562.0
22;4;Directed;1072;;;30.0
22;5;Directed;1073;;;63.0
22;6;Directed;1074;;;8.0
22;7;Directed;1075;;;58.0
22;8;Directed;1076;;;752.0
22;9;Directed;1077;;;858.0
22;10;Directed;1078;;;65.0
22;11;Directed;1079;;;26.0
22;12;Directed;1080;;;33.0
22;13;Directed;1081;;;315.0
22;14;Directed;1082;;;33.0
22;15;Directed;1083;;;39.0
22;16;Directed;1084;;;92.0
22;17;Directed;1085;;;267.0
22;18;Directed;1086;;;54.0
22;19;Directed;1087;;;22.0
22;20;Directed;1088;;;72.0
22;21;Directed;1089;;;138.0
22;23;Directed;1090;;;40.0
22;24;Directed;1091;;;132.0
22;25;Directed;1092;;;31.0
22;26;Directed;1093;;;563.0
22;27;Directed;1094;;;33.0
22;28;Directed;1095;;;59.0
22;29;Directed;1096;;;15.0
22;30;Directed;1097;;;1433.0
22;31;Directed;1098;;;1806.0
22;32;Directed;1099;;;579.0
22;33;Directed;1100;;;57.0
22;34;Directed;1101;;;11.0
22;35;Directed;1102;;;5.0
22;36;Directed;1103;;;203.0
22;37;Directed;1104;;;40.0
22;38;Directed;1105;;;39.0
22;39;Directed;1106;;;19.0
22;40;Directed;1107;;;140.0
22;41;Directed;1108;;;10.0
22;42;Directed;1109;;;430.0
22;43;Directed;1110;;;8.0
22;44;Directed;1111;;;109.0
22;45;Directed;1112;;;6.0
22;46;Directed;1113;;;80.0
22;47;Directed;1114;;;225.0
22;48;Directed;1115;;;23.0
22;49;Directed;1116;;;5.0
22;50;Directed;1117;;;102.0
22;51;Directed;1118;;;74.0
22;52;Directed;1119;;;134.0
23;1;Directed;1120;;;21.0
23;2;Directed;1121;;;146.0
23;3;Directed;1122;;;39.0
23;4;Directed;1123;;;24.0
23;5;Directed;1124;;;44.0
23;6;Directed;1125;;;23.0
23;7;Directed;1126;;;34.0
23;8;Directed;1127;;;46.0
23;9;Directed;1128;;;166.0
23;10;Directed;1129;;;34.0
23;11;Directed;1130;;;20.0
23;12;Directed;1131;;;45.0
23;13;Directed;1132;;;37.0
23;14;Directed;1133;;;35.0
23;15;Directed;1134;;;33.0
23;16;Directed;1135;;;58.0
23;17;Directed;1136;;;21.0
23;18;Directed;1137;;;33.0
23;19;Directed;1138;;;63.0
23;20;Directed;1139;;;26.0
23;21;Directed;1140;;;23.0
23;22;Directed;1141;;;25.0
23;24;Directed;1142;;;26.0
23;25;Directed;1143;;;17.0
23;26;Directed;1144;;;26.0
23;27;Directed;1145;;;21.0
23;28;Directed;1146;;;17.0
23;29;Directed;1147;;;4.0
23;30;Directed;1148;;;4055.0
23;31;Directed;1149;;;68.0
23;32;Directed;1150;;;73.0
23;33;Directed;1151;;;29.0
23;34;Directed;1152;;;15.0
23;35;Directed;1153;;;12.0
23;36;Directed;1154;;;61.0
23;37;Directed;1155;;;21.0
23;38;Directed;1156;;;14.0
23;39;Directed;1157;;;25.0
23;40;Directed;1158;;;28.0
23;41;Directed;1159;;;13.0
23;42;Directed;1160;;;36.0
23;43;Directed;1161;;;29.0
23;44;Directed;1162;;;22.0
23;45;Directed;1163;;;22.0
23;46;Directed;1164;;;161.0
23;47;Directed;1165;;;118.0
23;48;Directed;1166;;;23.0
23;49;Directed;1167;;;13.0
23;50;Directed;1168;;;107.0
23;51;Directed;1169;;;3.0
23;52;Directed;1170;;;3.0
24;1;Directed;1171;;;52.0
24;2;Directed;1172;;;90.0
24;3;Directed;1173;;;116.0
24;4;Directed;1174;;;25.0
24;5;Directed;1175;;;33.0
24;6;Directed;1176;;;3.0
24;7;Directed;1177;;;181.0
24;8;Directed;1178;;;155.0
24;9;Directed;1179;;;314.0
24;10;Directed;1180;;;33.0
24;11;Directed;1181;;;15.0
24;12;Directed;1182;;;50.0
24;13;Directed;1183;;;293.0
24;14;Directed;1184;;;24.0
24;15;Directed;1185;;;36.0
24;16;Directed;1186;;;45.0
24;17;Directed;1187;;;140.0
24;18;Directed;1188;;;22.0
24;19;Directed;1189;;;8.0
24;20;Directed;1190;;;35.0
24;21;Directed;1191;;;57.0
24;22;Directed;1192;;;151.0
24;23;Directed;1193;;;13.0
24;25;Directed;1194;;;28.0
24;26;Directed;1195;;;50.0
24;27;Directed;1196;;;13.0
24;28;Directed;1197;;;97.0
24;29;Directed;1198;;;9.0
24;30;Directed;1199;;;598.0
24;31;Directed;1200;;;319.0
24;32;Directed;1201;;;101.0
24;33;Directed;1202;;;30.0
24;34;Directed;1203;;;14.0
24;35;Directed;1204;;;4.0
24;36;Directed;1205;;;120.0
24;37;Directed;1206;;;30.0
24;38;Directed;1207;;;22.0
24;39;Directed;1208;;;19.0
24;40;Directed;1209;;;71.0
24;41;Directed;1210;;;28.0
24;42;Directed;1211;;;1724.0
24;43;Directed;1212;;;5.0
24;44;Directed;1213;;;66.0
24;45;Directed;1214;;;3.0
24;46;Directed;1215;;;48.0
24;47;Directed;1216;;;93.0
24;48;Directed;1217;;;37.0
24;49;Directed;1218;;;5.0
24;50;Directed;1219;;;66.0
24;51;Directed;1220;;;13.0
24;52;Directed;1221;;;12.0
25;1;Directed;1222;;;5.0
25;2;Directed;1223;;;81.0
25;3;Directed;1224;;;51.0
25;4;Directed;1225;;;20.0
25;5;Directed;1226;;;40.0
25;6;Directed;1227;;;11.0
25;7;Directed;1228;;;12.0
25;8;Directed;1229;;;55.0
25;9;Directed;1230;;;544.0
25;10;Directed;1231;;;28.0
25;11;Directed;1232;;;26.0
25;12;Directed;1233;;;6.0
25;13;Directed;1234;;;27.0
25;14;Directed;1235;;;25.0
25;15;Directed;1236;;;65.0
25;16;Directed;1237;;;8.0
25;17;Directed;1238;;;12.0
25;18;Directed;1239;;;5.0
25;19;Directed;1240;;;15.0
25;20;Directed;1241;;;38.0
25;21;Directed;1242;;;63.0
25;22;Directed;1243;;;26.0
25;23;Directed;1244;;;11.0
25;24;Directed;1245;;;27.0
25;26;Directed;1246;;;12.0
25;27;Directed;1247;;;16.0
25;28;Directed;1248;;;430.0
25;29;Directed;1249;;;5.0
25;30;Directed;1250;;;265.0
25;31;Directed;1251;;;24.0
25;32;Directed;1252;;;50.0
25;33;Directed;1253;;;107.0
25;34;Directed;1254;;;8.0
25;35;Directed;1255;;;4.0
25;36;Directed;1256;;;26.0
25;37;Directed;1257;;;16.0
25;38;Directed;1258;;;35.0
25;39;Directed;1259;;;5.0
25;40;Directed;1260;;;29.0
25;41;Directed;1261;;;6.0
25;42;Directed;1262;;;22.0
25;43;Directed;1263;;;5.0
25;44;Directed;1264;;;129.0
25;45;Directed;1265;;;34.0
25;46;Directed;1266;;;26.0
25;47;Directed;1267;;;111.0
25;48;Directed;1268;;;8.0
25;49;Directed;1269;;;5.0
25;50;Directed;1270;;;939.0
25;51;Directed;1271;;;1.0
25;52;Directed;1272;;;1.0
26;1;Directed;1273;;;85.0
26;2;Directed;1274;;;298.0
26;3;Directed;1275;;;488.0
26;4;Directed;1276;;;27.0
26;5;Directed;1277;;;31.0
26;6;Directed;1278;;;11.0
26;7;Directed;1279;;;48.0
26;8;Directed;1280;;;397.0
26;9;Directed;1281;;;485.0
26;10;Directed;1282;;;56.0
26;11;Directed;1283;;;24.0
26;12;Directed;1284;;;31.0
26;13;Directed;1285;;;217.0
26;14;Directed;1286;;;20.0
26;15;Directed;1287;;;56.0
26;16;Directed;1288;;;162.0
26;17;Directed;1289;;;420.0
26;18;Directed;1290;;;32.0
26;19;Directed;1291;;;23.0
26;20;Directed;1292;;;40.0
26;21;Directed;1293;;;128.0
26;22;Directed;1294;;;982.0
26;23;Directed;1295;;;27.0
26;24;Directed;1296;;;138.0
26;25;Directed;1297;;;25.0
26;27;Directed;1298;;;11.0
26;28;Directed;1299;;;122.0
26;29;Directed;1300;;;8.0
26;30;Directed;1301;;;1155.0
26;31;Directed;1302;;;1006.0
26;32;Directed;1303;;;317.0
26;33;Directed;1304;;;104.0
26;34;Directed;1305;;;12.0
26;35;Directed;1306;;;8.0
26;36;Directed;1307;;;108.0
26;37;Directed;1308;;;21.0
26;38;Directed;1309;;;31.0
26;39;Directed;1310;;;17.0
26;40;Directed;1311;;;60.0
26;41;Directed;1312;;;10.0
26;42;Directed;1313;;;379.0
26;43;Directed;1314;;;17.0
26;44;Directed;1315;;;123.0
26;45;Directed;1316;;;17.0
26;46;Directed;1317;;;83.0
26;47;Directed;1318;;;255.0
26;48;Directed;1319;;;32.0
26;49;Directed;1320;;;4.0
26;50;Directed;1321;;;85.0
26;51;Directed;1322;;;42.0
26;52;Directed;1323;;;38.0
27;1;Directed;1324;;;27.0
27;2;Directed;1325;;;165.0
27;3;Directed;1326;;;25.0
27;4;Directed;1327;;;47.0
27;5;Directed;1328;;;729.0
27;6;Directed;1329;;;34.0
27;7;Directed;1330;;;35.0
27;8;Directed;1331;;;143.0
27;9;Directed;1332;;;319.0
27;10;Directed;1333;;;115.0
27;11;Directed;1334;;;104.0
27;12;Directed;1335;;;21.0
27;13;Directed;1336;;;33.0
27;14;Directed;1337;;;138.0
27;15;Directed;1338;;;59.0
27;16;Directed;1339;;;8.0
27;17;Directed;1340;;;19.0
27;18;Directed;1341;;;213.0
27;19;Directed;1342;;;14.0
27;20;Directed;1343;;;49.0
